N,id,data,ad_page,ad_order
167,7007427,"370 сая ₮
Уб дэлгүүрийн зүүн талд1 давхарын 3 өрөө 90,0м2
2 өдрийн өмнө
УБ — Сүхбаатар, Сүхбаатар, Хороо 4",21,11
168,7018072,"259 сая ₮
Дөлгөөн нуурт 74мкв 3өрөө байр
5 өдрийн өмнө
УБ — Сүхбаатар, Дөлгөөн нуур",45,52
169,7018125,"160 сая ₮
15 хороололд буюу кино үйлдвэрт 3 өрөө 72м2
2 долоо хоногийн өмнө
УБ — Баянзүрх, 15-р хороолол",113,13
170,7021426,"451 сая ₮
Цэцэрлэгт хүрээлэнгийн ард park villa хотхонд 102мкв 3 өрөө байр
1 долоо хоногийн өмнө
УБ — Баянзүрх, Баянзүрх, Хороо 26",73,25
171,7021614,"370 сая ₮
Кристал таун хотхонд 3 өрөө 100мкв байр
1 долоо хоногийн өмнө
УБ — Баянзүрх, Баянзүрх, Хороо 26",61,45
172,7025980,"150 сая ₮
10р хороололд 2 өрөө байр 58m2
5 өдрийн өмнө
УБ — Баянгол, 10-р хороолол",53,32
173,7031439,"350 сая ₮
Рцнк-н ард, англи сургуулийн урд 3 өрөө 85.37m2
2 долоо хоногийн өмнө
УБ — Баянзүрх, Баянзүрх, Хороо 1",108,51
174,7031578,"5.5 сая ₮
40 мянгат 4 өрөө
3 өдрийн өмнө
УБ — Чингэлтэй, 40, 50 мянгат",34,19
175,7031803,"160 сая ₮ 187.65 сая ₮
Бзд 5-р хороо кино үйлдвэр 4 өрөө 75м2 байр
2 долоо хоногийн өмнө
УБ — Баянзүрх, Баянзүрх, Хороо 5",102,53
176,7034216,"128 сая ₮
Гэмтлийн эмнэлгийн урд 2 өрөө байр
3 долоо хоногийн өмнө
УБ — Баянгол, 3, 4 хороолол",133,13
177,7039274,"75 сая ₮
16-р хороолол саруул тэнгэр 2 хороолол 1 өрөө 26m2
2 өдрийн өмнө
УБ — Баянзүрх, 16-р хороолол",21,6
178,7041832,"343 сая ₮
Global town 65мкв 2 өрөө
1 долоо хоногийн өмнө
УБ — Хан-Уул, Хан-Уул, Хороо 15",62,3
179,7042154,"Dashka
320 сая ₮
Арцат лакшири хотхонд 96.71м2 3өрөө орон сууц
1 долоо хоногийн өмнө
УБ — Хан-Уул, Яармаг",96,25
180,7047006,"213.21 сая ₮
Худ 19 хороо дөл хотхонд 2 өрөө 65м2
2 өдрийн өмнө
УБ — Хан-Уул, 19-р хороолол",16,25
181,7048416,"652.28 сая ₮
The pares-д 4 өрөө 141.8м2 байр
2 өдрийн өмнө
УБ — Хан-Уул",20,8
182,7051637,"Hub Enkhmandakh
238.59 сая ₮
Сити палас хотхонд 3 өрөө 79м2 байр
1 долоо хоногийн өмнө
УБ — Хан-Уул, Яармаг",93,44
183,7053508,"350 сая ₮
Зайсанд 4 өрөө 106м2
6 өдрийн өмнө
УБ — Хан-Уул, Зайсан",58,24
184,7056233,"356 сая ₮
Elizabet хотхонд 3 өрөө 104м2 байр
2 долоо хоногийн өмнө
УБ — Баянзүрх, Баянзүрх, Хороо 26",110,47
185,7060084,"480 сая ₮
Akoya residence хотхонд 3 өрөө 87м2 байр
2 долоо хоногийн өмнө
УБ — Хан-Уул, Хан-Уул, Хороо 15",109,50
186,7062221,"140 сая ₮
21 хороололд 3 өрөө байр
1 долоо хоногийн өмнө
УБ — Сонгинохайрхан, 21-р хороолол",76,45
187,7067550,"7 сая ₮
Цэцэрлэгт хүрээлэнгийн ард mandala 360 tower- т 3 өрөө 106м.кв байр
1 долоо хоногийн өмнө
УБ — Баянзүрх, Olympic village",71,34
188,7074258,"3.9 сая ₮
King tower 207мкв 4 өрөө дуплекс
2 долоо хоногийн өмнө
УБ — Хан-Уул, King Tower",114,34
189,7074731,"385 сая ₮
19 хороолол бадрах апартмент 108мкв 3 өрөө
2 долоо хоногийн өмнө
УБ — Хан-Уул, 19-р хороолол",106,28
190,7075570,"Реалтор Баянтулга
589 сая ₮
Туул рестораны хойно 131мкв 4 өрөө
2 өдрийн өмнө
УБ — Чингэлтэй, Чингэлтэй, Хороо 1",16,44
191,7076999,"3.7 сая ₮
Шинэ яармаг хотхонд 64.55м2, 2 өрөө байр
2 долоо хоногийн өмнө
УБ — Хан-Уул, Яармаг",121,17
192,7077135,"412 сая ₮
Santo smart apartment 3 өрөө 96м2
3 долоо хоногийн өмнө
УБ — Баянзүрх, Баянмонгол хороолол",133,49
193,7077174,"75 сая ₮
Да хүрээ хотхон 2 өрөө байр
3 долоо хоногийн өмнө
УБ — Баянзүрх, Баянзүрх, Хороо 17",125,29
194,7081164,"Remax Sky Byambasuren
283 сая ₮
Яармаг cidar city хотхонд 3-өрөө
3 долоо хоногийн өмнө
УБ — Хан-Уул, Яармаг",125,19
195,7091361,"226.5 сая ₮
Худ, мишээл хотхон 73м² мастертай 3 өрөө
2 долоо хоногийн өмнө
УБ — Хан-Уул, Мишээл",121,34
196,7092085,"135 сая ₮
Хотын төвд муис-ын урд 39мкв 1 өрөө байр
1 долоо хоногийн өмнө
УБ — Сүхбаатар, Бага тойрог",73,26
197,7093869,"126.9 сая ₮
21-р хороолол орчлон 2т 54 мкв 2 өрөө
4 өдрийн өмнө
УБ — Сонгинохайрхан, 21-р хороолол",39,59
198,7099816,"2.6 сая ₮
Амгалан ботаник 8р хороо 57мк 2 өрөө
2 долоо хоногийн өмнө
УБ — Баянзүрх, Амгалан",105,16
199,7101824,"45 сая ₮ 57.05 сая ₮
Нисэхэд 23.08мкв 1 өрөө
3 долоо хоногийн өмнө
УБ — Хан-Уул, Нисэх",136,3
200,7107079,"89 сая ₮ 95 сая ₮
Сансарт 2 өрөө 53.1м2 байр
6 өдрийн өмнө
УБ — Баянзүрх, 15-р хороолол",57,51
201,7113495,"100 сая ₮
2 өрөө төв аймаг-зуунмод
1 долоо хоногийн өмнө
Төв, Төв",80,22
202,7116602,"4.5 Тэрбум ₮
River tower-т 380м2 байр
2 долоо хоногийн өмнө
УБ — Хан-Уул, River Garden",102,28
203,7120811,"855 сая ₮
Шүншиг виллад 176.55м2, 4 өрөө пентхаус
1 долоо хоногийн өмнө
УБ — Хан-Уул, Яармаг",77,20
204,7122364,"Remax HUB Ganchimeg
506.35 сая ₮
Наран хотхон 124мкв 3 өрөө
Virtual tour
6 өдрийн өмнө
УБ — Хан-Уул, Хан-Уул, Хороо 2",59,4
205,7127328,"154 сая ₮
Sky residence 2-д 61.77m2 3 өрөө
2 өдрийн өмнө
УБ — Баянзүрх",20,1
206,7130215,"182.25 сая ₮
Бгд 24-р хороо коёо таун хотхонд 52.37m2 2 өрөө
2 долоо хоногийн өмнө
УБ — Баянгол, Баянгол, Хороо 23",101,3
207,7133227,"140.5 сая ₮
Офицерт 2 өрөө байр 58.47м2
2 долоо хоногийн өмнө
УБ — Баянзүрх, Офицер",122,53
208,7139939,"179 сая ₮
Бзд дэлгэрэх апартментэд 2 өрөө байр 48,55мкв
1 долоо хоногийн өмнө
УБ — Баянзүрх, Офицер",71,44
209,7141152,"4.2 сая ₮
Яармагт мандала гарденд 4 өрөө байр 105.92мкв
Өнөөдөр
УБ — Хан-Уул, Яармаг",8,3
210,7141774,"3.6 сая ₮
Kaidu city / кайду сити хотхон 2 өрөө байр 49.09m2м2
2 долоо хоногийн өмнө
УБ — Баянзүрх, Офицер",109,30
211,7141803,"3.6 сая ₮
Кайду сити хотхон 2 өрөө байр 47.59m2
2 долоо хоногийн өмнө
УБ — Баянзүрх, Офицер",109,31
212,7142593,"194.63 сая ₮
Нисэхт 3 өрөө 65.51м2
2 өдрийн өмнө
УБ — Хан-Уул, Нисэх",21,41
213,7142893,"134.41 сая ₮
Ulemj apartment-d bair 2 өрөө
1 долоо хоногийн өмнө
УБ — Сонгинохайрхан, Сонгинохайрхан, Хороо 19",82,17
214,7143688,"280 сая ₮
Хотын төвд 5-р сургуулийн ард 4 өрөө
Өчигдөр
УБ — Чингэлтэй, Чингэлтэй, Хороо 6",12,57
215,7144065,"569.43 сая ₮
Солонгос элчин сайдын яамны хойно, жаргалан хотхон 5 өрөө байр 210м2
1 долоо хоногийн өмнө
УБ — Хан-Уул, Хан-Уул, Хороо 15",93,31
216,7144334,"198 сая ₮
Хороололд emart-ийн баруун талд 100,9мкв 4 өрөө
1 долоо хоногийн өмнө
УБ — Баянгол, 3, 4 хороолол",78,27
217,7145165,"163.8 сая ₮
Зайсанд 2 өрөө байр 44мкв
6 өдрийн өмнө
УБ — Хан-Уул, Зайсан",60,41
218,7149605,"326.4 сая ₮
Бзд 26р хороо саруул хотхонд 96мкв 3 өрөө
3 долоо хоногийн өмнө
УБ — Баянзүрх, Баянзүрх, Хороо 26",135,18
219,7152230,"168 сая ₮ 180 сая ₮
Бгд- 3,4 р хороололд, 3 өрөө байр 79м2
6 өдрийн өмнө
УБ — Баянгол, 3, 4 хороолол",59,27
220,7162623,"40 сая ₮ 42 сая ₮
Дэлгэрэх хотхонд 15.3м2 1өрөө
2 долоо хоногийн өмнө
УБ — Хан-Уул, Хан-Уул, Хороо 3",102,43
221,7165034,"2.8 сая ₮
Орон сууц 4 өрөө 111м2
5 өдрийн өмнө
УБ — Баянзүрх, 13-р хороолол",55,8
222,7172058,"Remax Sky Bat-Uchral
272 сая ₮ 286 сая ₮
Цэцэрлэгт хүрээлэнгийн хойно 52.3м2 2 өрөө байр
3 өдрийн өмнө
УБ — Баянзүрх, Баянзүрх, Хороо 26",27,41
223,7175426,"153 сая ₮
Алтай хотхонд 2 өрөө 53м2 байр
2 цагийн өмнө
УБ — Баянгол, Алтай хотхон",3,13
224,7176220,"125 сая ₮
Нисэх-н тойргийн баруун урд 2 өрөө 56м2
2 долоо хоногийн өмнө
УБ — Хан-Уул, Нисэх",113,40
225,7176267,"450 сая ₮
Дөрвөн улирлын цэцэрлэг, japan town 3 өрөө байр
1 долоо хоногийн өмнө
УБ — Хан-Уул, Japan town",89,19
226,7176776,"210 сая ₮
Serena town-д 3 өрөө 71.65м2
1 долоо хоногийн өмнө
УБ — Баянзүрх, Чулуун овоо",71,31
227,7178258,"3.4 сая ₮
Дөлгөөн нуурт 3өрөө 61.97м2
Өнөөдөр
УБ — Сүхбаатар, Дөлгөөн нуур",9,36
228,7179590,"150 сая ₮
Бзд sky residence 2 өрөө 55.65м2 байр
2 долоо хоногийн өмнө
УБ — Баянзүрх, 16-р хороолол",117,31
229,7181150,"Remax HUB Tugsbileg
1.02 Тэрбум ₮
Хаа яамны урд талд high apartments super 3 өрөө 135м2
Virtual tour
5 өдрийн өмнө
УБ — Баянзүрх, 13-р хороолол",50,59
230,7183817,"5.2 сая ₮
Орчлон хобби сургуулийн хажууд akoya residence-д 83м.кв 3 өрөө байр
1 долоо хоногийн өмнө
УБ — Хан-Уул, Хан-Уул, Хороо 15",71,21
231,7184212,"3.4 сая ₮
Яармаг aрцат апартмент 1 104кв 4 өрөө байр
1 долоо хоногийн өмнө
УБ — Хан-Уул, Яармаг",71,35
232,7186658,"275 сая ₮
Төмөр замд 126мкв 3 өрөө
3 долоо хоногийн өмнө
УБ — Баянгол, Төмөр зам",130,57
233,7188827,"БСК
4.2 сая ₮
Яармаг happyresidence хотхонд 86.43 3 өрөө
2 өдрийн өмнө
УБ — Хан-Уул",19,39
234,7188838,"2.7 сая ₮
Энх өргөө, цайз 16 хороололд 2 өрөө байр 35.31м2
4 өдрийн өмнө
УБ — Баянзүрх, 16-р хороолол",45,25
235,7189276,"95 сая ₮ 130 сая ₮
Схд, хайрхан хороолол, 2 өрөө 40,7м2 байр
4 өдрийн өмнө
УБ — Сонгинохайрхан, 21-р хороолол",43,20
236,7189826,"1.14 Тэрбум ₮
Худ 17 хороо модун таунд 228м2
1 долоо хоногийн өмнө
УБ — Хан-Уул, Зайсан",3,14
237,7190415,"474.2 сая ₮
Гэгээнтэнд 3 өрөө орон сууц 95м2
Өнөөдөр
УБ — Хан-Уул, 120 мянгат",7,54
238,7192277,"4.3 сая ₮
Garden city2 4 uruu bair 130m2
Өчигдөр
УБ — Хан-Уул, Яармаг",12,25
239,7201281,"Remax Sky Bat-Uchral
411.16 сая ₮
Home plazaгийн баруун талд 3 өрөө 79.07м2
2 долоо хоногийн өмнө
УБ — Хан-Уул, Хан-Уул, Хороо 15",104,50
240,7204139,"299.95 сая ₮
Схд, 3-р сургуулийн зүүн талд 85.7 м.кв орон сууц
2 өдрийн өмнө
УБ — Сонгинохайрхан, Сонгинохайрхан, Хороо 10",17,10
241,7205997,"2.2 Тэрбум ₮
Buddha vista-д хамгийн дээд давхарт 276мк байр
4 өдрийн өмнө
УБ — Сүхбаатар",40,22
242,7206145,"3.8 сая ₮
Бзд, 13 хороололд 4өрөө 165м2
3 өдрийн өмнө
УБ — Баянзүрх, 13-р хороолол",30,42
243,7212739,"6.47 сая ₮
Циркийн баруун талд 3 өрөө байр
1 долоо хоногийн өмнө
УБ — Сүхбаатар, Сүхбаатар, Хороо 3",96,46
244,7221455,"140 сая ₮
Zaisand 2 uruu bair 50m2
2 долоо хоногийн өмнө
УБ — Хан-Уул",113,54
245,7221634,"Remax HUB Bayartsogt
311.81 сая ₮
Gem castle 2 өрөө 47,97м2
5 өдрийн өмнө
УБ — Сүхбаатар, Сүхбаатар, Хороо 6",52,33
246,7226890,"304 сая ₮
Арцат апартмент 1 хотхонд 3 өрөө байр 80мкв
5 өдрийн өмнө
УБ — Хан-Уул, Яармаг",49,36
247,7228044,"3.3 сая ₮ 3.6 сая ₮
Rapid хороололд 3 өрөө орон сууц 114.15м2
1 долоо хоногийн өмнө
УБ — Хан-Уул, 120 мянгат",65,46
248,7230848,"NB Property
420 сая ₮
Голден будда-д 2өрөө байр
3 долоо хоногийн өмнө
УБ — Хан-Уул, Зайсан",135,45
249,7231206,"820 сая ₮ 950 сая ₮
Шинэ төгөл 6 өрөө
2 долоо хоногийн өмнө
УБ — Сүхбаатар, 220 мянгат",124,15
250,7236100,"70.12 сая ₮ 77.51 сая ₮
Нисэх шүрт апартмент 35м2 1 өрөө байр
2 долоо хоногийн өмнө
УБ — Хан-Уул, Нисэх",118,39
251,7238064,"400 сая ₮ 450 сая ₮
Нүхтэд 3 өрөө орон сууц 113м2
2 долоо хоногийн өмнө
УБ — Хан-Уул, Хан-Уул, Хороо 4",122,52
252,7238091,"1.45 Тэрбум ₮
Zaisan crown villa 4 uruu
1 долоо хоногийн өмнө
УБ — Хан-Уул, Зайсан",85,18
